aX,aY,aZ,gX,gY,gZ
-0.333,-0.73,0.203,-189.514,109.741,104.492
-0.037,-0.48,-0.204,-159.79,108.154,77.087
0.079,-0.392,-0.399,-101.99,78.552,28.992
0.23,-0.388,-0.477,-78.918,46.57,5.005
0.285,-0.486,-0.365,-33.02,-6.348,-31.616
0.405,-2.294,0.168,23.437,-141.846,-22.766
0.409,-2.595,0.583,36.194,-169.434,42.847
0.331,-2.844,1.415,15.381,-161.011,88.196
0.191,-2.758,1.642,-78.491,-100.769,190.979
-0.066,-2.238,1.635,-139.038,-62.378,234.07
-0.126,-1.918,1.592,-264.832,14.954,273.437
-0.235,-1.458,1.595,-331.299,62.561,274.658
-0.322,-1.291,1.508,-460.693,147.949,278.564
-0.546,-0.744,1.356,-507.385,168.335,283.813
-0.737,-0.319,1.212,-595.398,217.773,284.241
-1.737,0.852,-0.179,-668.396,249.145,259.705
-2.399,1.746,-1.808,-842.895,85.327,36.499
-2.736,2.525,-3.891,-825.195,-164.185,-207.092
-2.227,1.453,-3.785,-383.606,-435.181,-649.841
-1.094,-1.38,-3.825,-16.418,-347.534,-687.5
-0.937,-2.241,-3.893,593.872,-202.393,-596.497
-0.824,-3.458,-3.213,709.534,-277.222,-586.243
-0.636,-3.919,-2.56,682.983,-533.02,-529.297
-0.475,-4,-0.673,643.31,-625.61,-415.832
-0.633,-4,0.604,573.73,-646.423,-78.918
-1,-3.987,2.74,531.494,-549.5,84.961
-1.15,-3.996,3.014,373.352,-259.705,311.768
-1.466,-3.521,2.429,257.263,-154.968,355.652
-1.507,-2.861,1.983,48.401,-49.133,322.571
-1.232,-1.627,1.251,-29.236,-16.602,283.875
-0.996,-1.177,0.943,-112.122,34.241,213.318
-0.516,-0.538,0.422,-113.037,40.222,172.546
-0.304,-0.382,0.251,-78.918,39.368,89.6
0.015,-0.276,-0.002,-71.228,43.64,64.819
0.086,-0.282,-0.11,-75.134,33.386,31.494
0.421,-2.844,0.591,116.272,-186.462,-14.404
0.466,-3.2,0.966,83.008,-208.435,105.713
0.356,-3.355,1.582,51.025,-176.025,184.204
0.163,-3.047,1.626,-45.837,-39.612,324.585
-0.202,-2.103,1.258,-104.187,25.513,359.375
-0.285,-1.704,1.15,-231.995,91.003,369.446
-0.391,-1.022,1.294,-300.964,118.53,367.065
-0.436,-0.607,1.367,-439.575,204.224,369.69
-0.853,0.37,1.093,-511.902,252.258,371.094
-1.205,0.768,0.448,-708.008,271.851,326.66
-2.127,1.976,-1.902,-796.631,184.509,243.225
-2.382,2.585,-2.753,-735.352,-173.706,-154.114
-1.948,1.614,-2.64,-565.43,-314.636,-389.709
-1.498,0.307,-2.623,-94.727,-309.448,-605.53
-0.987,-1.765,-3.259,169.983,-240.601,-599.915
-0.847,-2.387,-3.403,556.763,-231.995,-590.82
-0.471,-3.377,-2.684,616.821,-325.684,-592.468
-0.322,-3.794,-1.941,594.238,-540.71,-470.032
-0.407,-4,-0.119,579.285,-605.53,-332.336
-0.626,-4,1.01,555.298,-578.186,1.953
-0.82,-3.989,2.778,517.273,-470.093,143.677
-0.851,-3.899,2.986,310.791,-189.087,313.782
-1.075,-2.785,2.214,165.649,-73.914,334.29
-1.081,-2.117,1.587,-83.252,54.993,269.043
-0.731,-1.379,0.64,-149.475,71.594,217.346
-0.525,-1.148,0.421,-137.39,72.632,140.442
-0.191,-0.677,0.189,-100.891,79.468,118.591
-0.05,-0.469,0.071,-79.224,69.031,81.36
0.135,-0.298,-0.157,-86.548,47.852,55.908
0.184,-0.342,-0.243,-73.303,13.55,0.427
0.501,-2.59,0.434,81.543,-116.821,19.531
0.478,-2.77,0.694,84.961,-128.357,116.821
0.23,-2.792,1.127,64.88,-116.699,173.523
0.06,-2.677,1.265,-8.667,-65.186,272.4
-0.102,-2.314,1.414,-62.683,-34.241,303.833
-0.121,-2.079,1.437,-200.562,43.701,345.886
-0.204,-1.502,1.368,-274.902,96.313,365.723
-0.278,-1.166,1.29,-426.514,195.984,396.606
-0.558,-0.428,1.052,-499.878,230.286,405.334
-0.869,-0.031,0.754,-626.526,269.592,400.452
-1.778,1.198,-0.672,-683.227,251.526,365.234
-2.189,2.04,-1.684,-750.366,56.702,120.483
-2.368,2.601,-2.972,-715.515,-114.441,-99.365
-2.04,1.702,-3.066,-426.208,-346.802,-503.052
-1.166,-0.926,-3.279,-161.926,-333.862,-586.487
-0.926,-1.808,-3.389,436.401,-215.759,-580.2
-0.675,-2.704,-3.106,623.596,-223.328,-575.867
-0.513,-2.962,-2.627,677.917,-405.029,-574.097
-0.249,-3.612,-1.192,630.31,-501.343,-525.085
-0.29,-3.948,-0.345,563.843,-580.811,-292.053
-0.687,-4,1.405,544.067,-549.805,-149.17
-0.797,-4,2.031,453.979,-383.118,86.06
-0.784,-3.873,2.431,373.535,-284.119,166.565
-0.793,-3.489,2.209,171.143,-102.844,246.582
-0.761,-2.251,1.351,69.946,-38.452,245.178
-0.686,-1.753,0.946,-66.589,24.353,186.34
-0.448,-1.145,0.379,-89.539,38.879,150.269
-0.305,-0.929,0.218,-91.675,43.762,117.187
-0.175,-0.749,0.137,-76.904,36.255,62.927
0.039,-0.541,0.034,-71.472,36.194,40.649
0.507,-2.252,0.268,-10.986,-126.892,5.554
0.472,-2.393,0.401,-36.072,-146.545,86.304
0.173,-2.284,0.748,-46.326,-142.883,134.583
0.075,-2.141,0.971,-84.595,-97.9,195.618
0.042,-1.869,1.38,-128.601,-63.904,210.876
-0.015,-1.703,1.555,-252.747,25.33,242.981
-0.277,-1.253,1.858,-314.636,91.736,266.663
-0.526,-0.963,1.863,-441.223,259.155,327.881
-1.089,-0.35,1.126,-521.24,324.768,343.018
-1.387,0.028,0.481,-685.303,325.684,296.143
-2.026,1.252,-1.185,-746.277,259.766,209.9
-2.05,1.809,-1.924,-741.211,-7.324,-130.188
-1.602,1.297,-2.402,-655.456,-153.687,-324.524
-1.281,0.304,-2.577,-341.186,-260.742,-573.12
-0.718,-1.559,-3.099,-126.709,-239.99,-615.967
-0.489,-2.187,-3.185,282.898,-267.395,-619.202
-0.203,-3.087,-2.549,431.885,-340.271,-590.515
-0.199,-3.366,-1.931,573.486,-499.39,-461.06
-0.418,-3.857,-0.321,576.721,-559.143,-364.319
-0.646,-4,0.622,521.912,-575.745,-123.535
-1.022,-4,2.179,489.807,-504.272,-5.127
-1.072,-3.911,2.507,382.629,-283.508,172.241
-1.081,-3.167,2.379,290.222,-195.374,219.482
-1.044,-2.655,2.049,95.642,-65.491,237.427
-0.827,-1.819,1.165,27.1,-17.273,218.567
-0.659,-1.567,0.787,-39.734,37.048,160.889
-0.296,-1.197,0.315,-57.678,46.082,143.677
-0.142,-1.001,0.177,-76.904,41.26,134.216
0.029,-0.642,0.018,-73.608,35.095,127.93
0.041,-0.511,-0.045,-63.11,29.053,115.417
0.387,-2.517,0.466,2.808,-122.253,-35.278
0.363,-2.765,0.749,-42.908,-141.235,23.987
0.205,-2.839,1.156,-66.162,-122.803,76.233
0.105,-2.658,1.281,-111.877,-55.115,185.852
-0.052,-2.041,1.429,-148.01,-18.799,225.464
-0.113,-1.68,1.475,-253.174,67.749,268.066
-0.224,-0.961,1.517,-320.435,122.253,278.137
-0.33,-0.613,1.462,-456.726,238.403,293.823
-0.635,0.07,0.894,-521.484,287.354,301.697
-0.968,0.452,0.225,-638.916,315.43,294.25
-2.147,1.973,-1.964,-670.776,251.892,233.704
-2.393,2.651,-2.718,-600.342,-83.496,-151.55
-1.565,1.439,-2.645,-457.458,-212.28,-376.282
-1.091,0.235,-2.766,-34.912,-193.237,-534.729
-0.734,-1.347,-3.228,182.19,-163.147,-520.569
-0.646,-1.812,-3.068,487.854,-238.647,-506.409
-0.406,-2.543,-2.218,547.913,-308.594,-503.357
-0.255,-2.917,-1.684,534.607,-431.519,-433.899
-0.357,-3.687,-0.431,509.033,-477.661,-348.45
-0.682,-3.944,0.271,483.765,-486.572,-131.287
-0.989,-4,1.407,464.722,-446.472,-37.537
-0.92,-3.999,1.79,350.037,-327.209,117.187
-0.76,-3.526,1.872,265.747,-243.591,183.166
-0.757,-3.05,1.586,104.004,-82.153,260.498
-0.753,-2.117,0.808,44.312,-25.33,263.855
-0.669,-1.779,0.496,-30.029,12.146,225.586
-0.432,-1.301,0.274,-41.748,7.751,199.768
-0.317,-1.102,0.239,-33.936,14.648,158.203
-0.123,-0.755,0.108,-34.79,17.761,140.564
