aX,aY,aZ,gX,gY,gZ
0.011,-0.260,0.838,-22.522,-0.183,-2.075
1.850,-0.537,0.672,17.578,14.954,-63.232
2.027,-0.699,0.606,10.315,20.447,-46.753
2.244,-1.172,0.376,20.996,29.602,-26.672
2.297,-1.480,0.250,41.382,11.963,55.908
2.001,-1.865,0.173,45.105,-20.203,119.873
1.640,-1.840,0.182,45.776,-72.693,241.699
0.734,-1.463,0.207,46.997,-90.027,279.358
0.217,-1.196,0.329,64.392,-121.033,300.293
-0.690,-0.722,0.743,74.646,-127.869,285.400
-1.011,-0.555,0.955,75.012,-132.629,215.637
-1.409,-0.308,1.319,71.045,-127.075,176.392
-1.485,-0.233,1.439,70.862,-86.975,112.305
-1.371,-0.266,1.399,66.528,-61.584,86.182
-1.292,-0.371,1.281,42.969,-31.189,54.504
-1.166,-0.540,0.984,39.551,-17.639,47.852
-1.105,-0.578,0.890,44.678,-8.911,44.495
-0.883,-0.639,0.868,57.983,-7.263,41.687
-0.765,-0.639,0.906,55.481,-11.292,44.861
-0.654,-0.451,0.993,29.236,-19.592,64.453
-0.688,-0.287,1.021,11.292,-23.132,72.937
-0.734,-0.124,1.051,-16.174,-32.227,61.462
-0.687,0.051,1.118,-25.269,-36.682,43.945
-0.450,0.046,1.108,-37.354,-34.668,11.963
-0.348,0.022,1.089,-36.194,-27.832,5.127
-0.286,-0.008,1.067,-20.691,-5.005,4.578
-0.182,-0.104,1.013,-15.015,6.104,2.441
-0.110,-0.171,0.975,-17.578,16.479,-8.667
0.035,-0.291,0.885,-19.165,15.808,-13.611
0.074,-0.347,0.871,-6.958,15.564,-13.062
0.116,-0.429,0.886,3.357,19.043,-8.362
2.008,-0.988,0.270,18.921,22.766,-120.728
2.172,-1.177,0.274,48.706,23.865,-62.988
2.233,-1.323,0.342,52.429,33.752,-8.484
2.093,-1.253,0.278,42.053,44.434,112.061
1.590,-1.026,0.021,40.283,31.006,167.419
1.229,-0.909,-0.033,54.749,-35.645,242.065
0.448,-0.688,0.121,63.232,-70.435,248.047
0.112,-0.591,0.305,65.735,-125.183,219.727
-0.469,-0.503,0.753,63.293,-140.198,200.806
-0.703,-0.517,0.920,44.983,-142.822,159.485
-1.006,-0.671,1.112,26.428,-141.296,135.376
-1.069,-0.715,1.162,-5.737,-130.615,95.276
-1.056,-0.656,1.158,-7.629,-115.662,86.792
-1.044,-0.598,1.121,14.526,-76.843,90.515
-1.036,-0.556,1.049,26.611,-61.462,92.834
-1.018,-0.562,1.056,43.640,-37.781,91.064
-0.954,-0.502,1.159,50.171,-24.048,89.722
-0.892,-0.438,1.213,34.363,-10.071,75.806
-0.720,-0.285,1.215,6.470,-17.029,59.570
-0.637,-0.222,1.180,-48.950,-37.476,28.870
-0.519,-0.062,1.098,-58.594,-36.804,23.376
-0.501,0.025,1.074,-44.006,-24.109,23.865
-0.460,0.119,1.079,-30.396,-16.541,22.522
-0.399,0.108,1.076,-19.043,-7.874,17.578
-0.304,0.055,1.050,-9.766,6.836,4.822
-0.144,-0.096,0.987,-12.573,8.789,2.991
-0.084,-0.157,0.936,-18.616,15.259,3.845
0.002,-0.228,0.833,-17.395,16.296,3.479
0.036,-0.252,0.808,-6.653,15.503,2.136
0.104,-0.271,0.803,0.732,15.747,2.319
1.468,-0.639,0.754,1.526,-2.502,9.888
1.681,-0.722,0.710,-2.991,-1.465,26.184
1.986,-1.058,0.544,-5.249,-0.793,41.077
1.992,-1.251,0.430,-13.245,-2.625,101.135
1.698,-1.381,0.271,-5.981,-4.883,145.935
1.413,-1.314,0.257,21.118,-27.161,224.121
0.689,-1.097,0.434,28.137,-52.368,242.126
0.273,-0.976,0.618,33.997,-100.281,245.300
-0.475,-0.690,1.026,44.434,-104.187,238.708
-0.723,-0.579,1.199,75.500,-77.576,215.271
-0.915,-0.544,1.377,82.092,-60.669,198.303
-0.908,-0.560,1.345,52.246,-41.565,162.231
-0.917,-0.474,1.169,28.931,-37.537,149.109
-0.955,-0.390,1.053,20.020,-19.226,136.414
-0.952,-0.339,0.847,31.738,-13.245,131.653
-0.926,-0.358,0.826,54.504,-19.714,120.605
