aX,aY,aZ,gX,gY,gZ
0.022,0.162,0.989,-1.099,-0.610,-0.671
0.020,0.163,0.989,-1.831,-1.282,0.122
0.016,0.161,0.985,-1.099,-0.977,0.610
0.015,0.161,0.985,1.099,-0.793,0.732
0.014,0.166,0.993,1.526,-0.732,0.488
0.014,0.167,0.995,1.221,-0.549,0.122
0.020,0.167,0.992,-0.244,-0.549,-0.793
0.020,0.165,0.990,-0.244,-0.610,-1.465
0.023,0.155,0.986,0.671,-0.305,-1.282
0.023,0.151,0.985,1.892,-0.793,0.793
0.016,0.154,0.989,1.892,-1.343,1.587
0.013,0.158,0.991,1.038,-2.136,1.038
0.012,0.161,1.000,-0.122,-2.502,0.427
0.011,0.161,1.003,-1.831,-1.648,-0.061
0.006,0.160,0.995,-1.404,-0.488,0.061
0.007,0.165,0.985,0.916,0.488,0.854
0.008,0.169,0.984,1.587,-0.122,0.671
0.009,0.168,0.988,0.671,-0.977,-0.305
0.011,0.164,0.991,-1.221,-2.930,-3.052
0.016,0.152,0.992,-1.404,-3.357,-3.601
0.018,0.149,0.990,0.610,-2.502,-2.075
0.019,0.152,0.990,2.075,-1.343,-0.305
0.015,0.158,0.990,3.174,0.000,2.258
0.006,0.162,0.993,2.258,-0.366,1.831
0.005,0.159,0.995,0.610,-1.282,-0.977
0.011,0.148,0.996,0.732,-0.977,-1.465
0.012,0.126,1.001,0.610,-2.197,-2.502
0.027,0.114,1.003,0.122,-2.625,-2.991
0.034,0.110,1.005,-0.427,-1.343,-2.258
0.041,0.108,1.007,-0.610,-0.549,-1.770
0.037,0.112,1.011,-1.404,0.793,-0.732
0.039,0.113,1.005,-1.953,1.343,-0.183
0.034,0.117,0.996,-1.587,0.854,0.305
0.030,0.122,0.994,-0.549,0.427,-0.305
0.035,0.122,0.989,-0.610,0.000,-1.282
0.036,0.119,0.988,-0.671,-1.343,-2.319
0.040,0.115,0.989,-0.305,-1.587,-1.831
0.039,0.115,0.990,0.122,-1.038,0.366
0.034,0.116,0.996,0.244,-0.427,0.977
0.033,0.118,0.999,0.732,-0.183,0.061
0.032,0.119,0.999,1.038,-0.427,-0.732
0.031,0.122,0.996,1.648,-0.793,-0.916
